,0
0,243.82168579101562
1,196.936767578125
2,173.60479736328125
3,162.9866485595703
4,160.5257110595703
5,149.71900939941406
6,140.8501739501953
7,126.2320556640625
8,143.1593475341797
9,114.43714904785156
10,109.13064575195312
11,107.123779296875
12,113.81214904785156
13,99.38308715820312
14,96.50625610351562
15,95.4742431640625
16,98.4649429321289
17,99.78373718261719
18,91.6854476928711
19,66.0200424194336
20,132.64535522460938
21,114.94585418701172
22,86.09760284423828
23,96.37611389160156
24,114.02124786376953
25,86.45320129394531
26,84.53939819335938
27,74.12740325927734
28,107.24398803710938
29,74.62820434570312
30,73.97270202636719
31,74.337158203125
32,80.83853149414062
33,70.01551055908203
34,66.49197387695312
35,65.66012573242188
36,66.37323760986328
37,65.00674438476562
38,58.405921936035156
39,41.887081146240234
40,76.05725860595703
41,62.80912780761719
42,45.743919372558594
43,48.91762924194336
44,53.78535079956055
45,41.567543029785156
46,40.037109375
47,36.13440704345703
48,47.78288269042969
49,35.913124084472656
50,37.431739807128906
51,37.72012710571289
52,40.368446350097656
53,38.42730712890625
54,36.59905242919922
55,37.344688415527344
56,37.149436950683594
57,38.27719497680664
58,34.982139587402344
59,30.050525665283203
60,47.24513244628906
61,42.09739303588867
62,33.896087646484375
63,36.871219635009766
64,42.39175796508789
65,34.39752960205078
66,34.12146759033203
67,31.10982894897461
68,41.764007568359375
69,32.08755874633789
70,32.18279266357422
71,32.58143615722656
72,35.620662689208984
73,32.56562805175781
74,31.94877052307129
75,32.644100189208984
76,33.59302520751953
77,34.216285705566406
78,31.812002182006836
79,25.964109420776367
80,44.403907775878906
81,39.67556381225586
82,31.785371780395508
83,34.87559509277344
84,39.957763671875
85,32.304962158203125
86,32.18045425415039
87,29.44399070739746
88,39.4793701171875
89,30.64898681640625
90,30.46144676208496
91,30.700439453125
92,33.64088439941406
93,30.578651428222656
94,30.370622634887695
95,30.820159912109375
96,31.674707412719727
97,32.40608215332031
98,29.73706817626953
99,25.037214279174805
100,41.68521499633789
101,37.16231155395508
102,30.057950973510742
103,32.753536224365234
104,37.220542907714844
105,30.21417999267578
106,29.955520629882812
107,27.859420776367188
108,36.40471267700195
109,28.8056697845459
110,28.55389976501465
111,28.40585708618164
112,31.058982849121094
113,28.236194610595703
114,28.33462905883789
115,28.457881927490234
116,29.155818939208984
117,29.977497100830078
118,26.983030319213867
119,23.480426788330078
120,37.663841247558594
121,33.445594787597656
122,27.403837203979492
123,29.463586807250977
124,32.96502685546875
125,26.887250900268555
126,26.36451530456543
127,25.118871688842773
128,31.353981018066406
129,25.5418758392334
130,25.26907730102539
131,24.449621200561523
132,26.478992462158203
133,24.148395538330078
134,24.627561569213867
135,24.194929122924805
136,24.601402282714844
137,25.610149383544922
138,21.995574951171875
139,20.85239601135254
140,30.059093475341797
141,26.52044677734375
142,22.716934204101562
143,23.576011657714844
144,25.72891616821289
145,21.51568603515625
146,20.76490020751953
147,20.71881675720215
148,23.660947799682617
149,20.566102981567383
150,20.387561798095703
151,19.032508850097656
152,20.647357940673828
153,18.872020721435547
154,20.018970489501953
155,19.150684356689453
156,19.518537521362305
157,20.657978057861328
158,17.397804260253906
159,17.23001480102539
160,23.335912704467773
161,21.04391860961914
162,18.58796501159668
163,18.91986846923828
164,20.494916915893555
165,17.591333389282227
166,17.258636474609375
167,17.19595718383789
168,19.30276107788086
169,17.3739013671875
170,17.092693328857422
171,15.936813354492188
172,17.561309814453125
173,16.1419677734375
174,17.25920295715332
175,16.572240829467773
176,16.8961124420166
177,17.735811233520508
178,15.37409782409668
179,14.81139087677002
180,20.049711227416992
181,18.577024459838867
182,16.41620445251465
183,16.646636962890625
184,17.911602020263672
185,15.789863586425781
186,15.665332794189453
187,15.39423942565918
188,17.407421112060547
189,15.642419815063477
190,15.193803787231445
191,14.583110809326172
192,16.071319580078125
193,14.866732597351074
194,15.526986122131348
195,15.215290069580078
196,15.478538513183594
197,16.123146057128906
198,14.296225547790527
199,13.441615104675293
200,18.13368034362793
201,17.094907760620117
202,15.09462833404541
203,15.329076766967773
204,16.37653350830078
205,14.686285972595215
206,14.635854721069336
207,14.251233100891113
208,16.178123474121094
209,14.496097564697266
210,14.04730224609375
211,13.689790725708008
212,15.044473648071289
213,14.0084228515625
214,14.427526473999023
215,14.27308177947998
216,14.474716186523438
217,14.992453575134277
218,13.455108642578125
219,12.549601554870605
220,16.832181930541992
221,16.02567481994629
222,14.140491485595703
223,14.334842681884766
224,15.249948501586914
225,13.821981430053711
226,13.822338104248047
227,13.396343231201172
228,15.175430297851562
229,13.610018730163574
230,13.182609558105469
231,12.95281982421875
232,14.198050498962402
233,13.288163185119629
234,13.589377403259277
235,13.499335289001465
236,13.627790451049805
237,14.068047523498535
238,12.724713325500488
239,11.859659194946289
240,15.672928810119629
241,15.02332592010498
242,13.34677505493164
243,13.444355964660645
244,14.232123374938965
245,13.032115936279297
246,13.08399486541748
247,12.677543640136719
248,14.237380981445312
249,12.826094627380371
250,12.415070533752441
251,12.226370811462402
252,13.405567169189453
253,12.599787712097168
254,12.843238830566406
255,12.751246452331543
256,12.832291603088379
