,0
0,129.47872924804688
1,103.97782135009766
2,83.83702087402344
3,72.90023040771484
4,74.14540100097656
5,72.04679107666016
6,72.0970458984375
7,72.06420135498047
8,74.96756744384766
9,70.18818664550781
10,63.04018783569336
11,54.36219787597656
12,47.55082702636719
13,50.098880767822266
14,70.24932861328125
15,50.43163299560547
16,38.04585266113281
17,31.90351676940918
18,40.528419494628906
19,66.7677001953125
20,67.81159973144531
21,64.58419799804688
22,51.07939147949219
23,65.16731262207031
24,61.50279998779297
25,61.62351989746094
26,61.27708053588867
27,67.08749389648438
28,54.62696075439453
29,44.42592239379883
30,36.61329650878906
31,31.894378662109375
32,34.95754623413086
33,61.68252182006836
34,35.59907531738281
35,27.19652557373047
36,22.976734161376953
37,29.506969451904297
38,48.36933898925781
39,49.58664321899414
40,43.85061264038086
41,33.85765075683594
42,43.65165710449219
43,38.858577728271484
44,38.70292663574219
45,39.611324310302734
46,48.97241973876953
47,33.623531341552734
48,28.092971801757812
49,24.052766799926758
50,21.636558532714844
51,22.89809226989746
52,47.452178955078125
53,22.88990020751953
54,18.984498977661133
55,16.63319206237793
56,20.096878051757812
57,32.085594177246094
58,33.9891357421875
59,29.531034469604492
60,23.22742462158203
61,30.687332153320312
62,27.48397445678711
63,27.890850067138672
64,30.041736602783203
65,39.13117980957031
66,26.513565063476562
67,22.780031204223633
68,20.495468139648438
69,18.731586456298828
70,20.202957153320312
71,42.511592864990234
72,20.38295555114746
73,17.18146514892578
74,15.441690444946289
75,18.59817886352539
76,29.25982093811035
77,31.041152954101562
78,27.43498420715332
79,21.779052734375
80,28.584701538085938
81,25.7542781829834
82,26.01034927368164
83,28.24205207824707
84,36.475311279296875
85,24.994783401489258
86,21.487430572509766
87,19.346067428588867
88,17.754318237304688
89,19.1734676361084
90,40.356021881103516
91,19.4724063873291
92,16.333023071289062
93,14.77397346496582
94,17.708948135375977
95,27.62687873840332
96,29.32992172241211
97,26.009057998657227
98,20.559402465820312
99,27.02318000793457
100,24.315950393676758
101,24.49709701538086
102,26.64525604248047
103,34.3205451965332
104,23.625720977783203
105,20.360219955444336
106,18.34834861755371
107,16.967302322387695
108,18.277780532836914
109,37.926109313964844
110,18.512676239013672
111,15.553668975830078
112,14.149642944335938
113,16.80228614807129
114,25.807044982910156
115,27.300142288208008
116,24.35519790649414
117,19.31580352783203
118,25.133529663085938
119,22.65643310546875
120,22.660642623901367
121,24.676145553588867
122,31.51628303527832
